system:index,elevation,point_id,.geo
000000000000000003af_0,155,943.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2273834923555853,41.46982595536402]}"
000000000000000003a8_0,113,936.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0266100263548594,41.47171241746067]}"
00000000000000000025_0,86,37.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.234120856986493,41.46686151492643]}"
00000000000000000205_0,163,517.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1034159831471015,41.45635122610223]}"
00000000000000000132_0,92,306.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.263495766777197,41.4711734282902]}"
00000000000000000192_0,18,402.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.226036019429415,41.43964256181761]}"
000000000000000000ae_0,132,174.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.093714178078585,41.48707360881912]}"
00000000000000000083_0,54,131.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.151925008489542,41.4816837171144]}"
000000000000000003c7_0,255,967.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1384502792277544,41.43101873509006]}"
00000000000000000361_0,120,865.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1203941420169485,41.39840989027652]}"
000000000000000001a1_0,135,417.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.110153347777981,41.47063443911973]}"
000000000000000000e5_0,102,229.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1093448640222903,41.3854741501852]}"
00000000000000000159_0,98,345.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.212830784752839,41.463897074488834]}"
000000000000000002a2_0,75,674.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1311739254263955,41.3884385906228]}"
000000000000000002ab_0,328,683.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1042244669027923,41.42616783255581]}"
000000000000000000b8_0,96,184.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.129556957914957,41.39463696608322]}"
0000000000000000031a_0,110,794.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.20717139846289,41.47925826584728]}"
0000000000000000007e_0,12,126.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0894022647148347,41.33130573855279]}"
000000000000000003d8_0,134,984.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1756405319902967,41.447727399374685]}"
0000000000000000034a_0,302,842.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1023380048061426,41.39840989027652]}"
000000000000000000f6_0,12,246.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.046013636491864,41.366879023803925]}"
0000000000000000039a_0,174,922.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1414147196653346,41.45823768819888]}"
000000000000000001e2_0,25,482.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0233760913320396,41.404069276566474]}"
00000000000000000143_0,84,323.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.176449015746016,41.472251406631145]}"
0000000000000000039b_0,131,923.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.054906957804633,41.465783536585484]}"
000000000000000001da_0,83,474.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0705376437483096,41.37253841009388]}"
0000000000000000010b_0,212,267.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0813174271577566,41.49839238139902]}"
0000000000000000025b_0,84,603.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.101260026465212,41.37792830179859]}"
0000000000000000014f_0,66,335.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.174832048234606,41.43640862679477]}"
00000000000000000256_0,67,598.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1618963081432696,41.40326079281077]}"
0000000000000000021f_0,12,543.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1160822286531698,41.35717721873543]}"
0000000000000000036f_0,16,879.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2459786187368707,41.447727399374685]}"
000000000000000001ce_0,191,462.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.264034755947648,41.49408046803525]}"
0000000000000000014a_0,135,330.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0910192322262446,41.48357017921105]}"
00000000000000000363_0,12,867.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2311564165488846,41.428593283822934]}"
00000000000000000102_0,31,258.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.173754069893647,41.3884385906228]}"
000000000000000000cb_0,76,203.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1494995572224127,41.49461945720572]}"
00000000000000000329_0,117,809.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.195852625882992,41.46147162322171]}"
00000000000000000103_0,12,259.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0821259109134473,41.3539432837126]}"
000000000000000003e6_0,5,998.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0821259109134473,41.34424147864411]}"
000000000000000000b1_0,3,177.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1538114705861915,41.33427017899039]}"
00000000000000000191_0,37,401.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1972000988091622,41.499470359739966]}"
0000000000000000000a_0,37,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.140606235909644,41.373616388434826]}"
000000000000000000f9_0,68,249.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.16000984604662,41.40272180364029]}"
000000000000000002c2_0,5,706.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.077005513793978,41.30947667714869]}"
00000000000000000294_0,6,660.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1244365607954876,41.354751767468315]}"
00000000000000000293_0,147,659.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.138719773812994,41.476024330824444]}"
000000000000000002e8_0,98,744.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1287484741592664,41.491385522182895]}"
00000000000000000084_0,147,132.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.138719773812994,41.476024330824444]}"
0000000000000000015f_0,15,351.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.028226993866298,41.32079544972859]}"
0000000000000000003a_0,4,58.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1352163442049346,41.30785970963727]}"
00000000000000000053_0,132,83.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.031999918059597,41.486534619648644]}"
00000000000000000150_0,8,336.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.051673022781813,41.32079544972859]}"
00000000000000000338_0,37,824.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2335818678160138,41.451500323567984]}"
000000000000000001cb_0,62,459.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.152733492245261,41.490846533012416]}"
0000000000000000034e_0,56,846.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0201421563092197,41.34774490825218]}"
00000000000000000101_0,129,257.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.261070315510068,41.47898877126204]}"
000000000000000003c8_0,157,968.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.090480243055765,41.46012415029553]}"
0000000000000000030e_0,55,782.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1788744670131166,41.42347288670345]}"
0000000000000000021b_0,354,539.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.100451542709493,41.40945916827119]}"
000000000000000003e0_0,2,992.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.105571939828991,41.308937687978215]}"
000000000000000000f8_0,38,248.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.176988004916467,41.395984439009396]}"
00000000000000000392_0,98,914.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1689031673594172,41.43290519718671]}"
0000000000000000037f_0,85,895.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.149230062637173,41.40326079281077]}"
000000000000000001dc_0,9,476.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2290004598669952,41.41754400582826]}"
00000000000000000039_0,18,57.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.048978076929444,41.33238371689373]}"
000000000000000003a0_0,60,928.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2217241060656363,41.45527324776128]}"
0000000000000000039f_0,77,927.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.131443420011607,41.4816837171144]}"
00000000000000000107_0,51,263.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.297721579102131,41.48222270628487]}"
000000000000000001fe_0,43,510.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1823778966212046,41.41134563036784]}"
0000000000000000002f_0,237,47.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0721546112597196,41.405955738663124]}"
00000000000000000385_0,6,901.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.092097210567175,41.31513606343864]}"
00000000000000000394_0,143,916.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0527510011227434,41.451500323567984]}"
00000000000000000078_0,459,120.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0821259109134473,41.41619653290209]}"
00000000000000000035_0,312,53.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.126592517477377,41.44072054015855]}"
00000000000000000308_0,198,776.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.282090893158454,41.49030754384195]}"
0000000000000000033d_0,19,829.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0772750083792175,41.32052595514335]}"
00000000000000000153_0,107,339.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.097756596857124,41.476024330824444]}"
0000000000000000015c_0,52,348.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0788919758906275,41.358255197076375]}"
000000000000000002d4_0,234,724.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.134946849619695,41.42805429465247]}"
00000000000000000202_0,265,514.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06541724662884,41.422933897532985]}"
000000000000000001cf_0,207,463.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.072693600430199,41.45069183981228]}"
000000000000000001c3_0,267,451.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.277239990624224,41.49408046803525]}"
000000000000000001c8_0,194,456.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1228195932840777,41.45931566653982]}"
00000000000000000326_0,128,806.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.149230062637173,41.42724581089676]}"
00000000000000000271_0,108,625.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.215256236019968,41.45823768819888]}"
00000000000000000260_0,387,608.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0982955860276036,41.393558987742274]}"
000000000000000002c7_0,122,711.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2077103876333695,41.46551404200025]}"
0000000000000000008c_0,84,140.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.176988004916467,41.48222270628487]}"
00000000000000000223_0,151,547.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0815869217429963,41.486534619648644]}"
000000000000000003bf_0,9,959.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1042244669027923,41.348822886593126]}"
000000000000000000d9_0,59,217.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.154080965171431,41.391672525645625]}"
0000000000000000006b_0,129,107.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2125612901675993,41.466322525755956]}"
000000000000000000d7_0,134,215.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1605488352170994,41.414310070805435]}"
00000000000000000386_0,386,902.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.101799015635663,41.40514725490742]}"
00000000000000000145_0,65,325.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1751015428198173,41.428593283822934]}"
0000000000000000018a_0,4,394.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1063804235846817,41.31998696597289]}"
000000000000000000e3_0,8,227.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.096139629345714,41.31998696597289]}"
000000000000000001dd_0,6,477.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.16000984604662,41.33912108152463]}"
0000000000000000030d_0,173,781.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2705026259933163,41.48949906008624]}"
00000000000000000031_0,143,49.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.073771578771158,41.46308859073312]}"
00000000000000000127_0,63,295.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1586623731204497,41.48788209257482]}"
00000000000000000285_0,205,645.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0748495571120884,41.43290519718671]}"
00000000000000000375_0,6,885.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0236455859172793,41.303278301688266]}"
000000000000000003e4_0,394,996.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0896717593000744,41.41943046792491]}"
00000000000000000113_0,16,275.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2020510013434205,41.44287649684044]}"
000000000000000001fa_0,115,506.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0899412538852857,41.477910792921094]}"
00000000000000000244_0,72,580.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1578538893647305,41.48276169545534]}"
00000000000000000182_0,142,386.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.075119051697328,41.47359887955732]}"
0000000000000000010d_0,22,269.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.02122013465015,41.39948786861746]}"
0000000000000000034d_0,136,845.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2575668859020084,41.470364944534495]}"
000000000000000002ed_0,18,749.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.199086560905812,41.4253593488001]}"
00000000000000000343_0,130,835.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0832038892544062,41.4749463524835]}"
00000000000000000196_0,12,406.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0885937809591155,41.350439854104536]}"
000000000000000001d4_0,127,468.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.041971217713325,41.453925774835106]}"
0000000000000000037c_0,63,892.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0902107484705255,41.366879023803925]}"
000000000000000000df_0,141,223.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0761970300382586,41.4816837171144]}"
000000000000000002a3_0,260,675.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2799349364765646,41.495158446376195]}"
000000000000000002e2_0,375,738.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1123093044598704,41.42374238128869]}"
00000000000000000040_0,13,64.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0357728422528965,41.36202812126968]}"
000000000000000002bc_0,227,700.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.099643058953802,41.44691891561897]}"
000000000000000001de_0,76,478.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.148421578881482,41.48949906008624]}"
000000000000000003ab_0,182,939.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.122550098698838,41.46308859073312]}"
00000000000000000036_0,315,54.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1042244669027923,41.41996945709539]}"
000000000000000001a7_0,133,423.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1424926980062935,41.41511855456115]}"
000000000000000003ce_0,9,974.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0775445029644573,41.329958265626615]}"
000000000000000000e1_0,279,225.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.079969954231558,41.44072054015855]}"
00000000000000000089_0,96,137.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0745800625268487,41.37685032345765]}"
000000000000000000ff_0,11,255.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0664952249697706,41.34963137034883]}"
00000000000000000255_0,63,597.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.211483311826669,41.45446476400558]}"
000000000000000001eb_0,93,491.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1645912539956385,41.477910792921094]}"
00000000000000000231_0,10,561.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1966611096386828,41.41996945709539]}"
000000000000000000a2_0,109,162.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0761970300382586,41.39032505271945]}"
00000000000000000094_0,129,148.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.232503889475055,41.47279039580162]}"
000000000000000003a6_0,13,934.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1955831312977523,41.421047435436336]}"
00000000000000000144_0,12,324.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0390067772757163,41.3539432837126]}"
000000000000000001d1_0,15,465.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2125612901675993,41.428593283822934]}"
00000000000000000012_0,115,18.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.288558763204122,41.484648157551995]}"
000000000000000000c2_0,69,194.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0729630950154387,41.36957396965629]}"
00000000000000000169_0,369,361.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1260535283068975,41.437217110550485]}"
00000000000000000358_0,220,856.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.054906957804633,41.49650591930237]}"
0000000000000000014d_0,6,333.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.133599376693496,41.33427017899039]}"
0000000000000000002e_0,126,46.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1090753694370505,41.38978606354897]}"
000000000000000001cd_0,11,461.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.060296849509342,41.33238371689373]}"
0000000000000000002a_0,101,42.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0301134559629475,41.4711734282902]}"
000000000000000001aa_0,73,426.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0290354776219885,41.34046855445081]}"
00000000000000000357_0,290,855.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0805089434020374,41.402182814469825]}"
00000000000000000395_0,10,917.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.103146488561862,41.33912108152463]}"
00000000000000000208_0,62,520.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2478650808335203,41.464436063659306]}"
00000000000000000232_0,174,562.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0673037087254897,41.492732995109066]}"
000000000000000001d7_0,43,471.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2812824094027633,41.47171241746067]}"
00000000000000000310_0,241,784.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0912887268114844,41.393558987742274]}"
00000000000000000109_0,193,265.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.11446526114176,41.47683281458015]}"
00000000000000000115_0,213,277.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06380027911743,41.453386785664634]}"
000000000000000002f2_0,87,754.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1408757304948836,41.47359887955732]}"
000000000000000000fb_0,291,251.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0837428784248857,41.426706821726285]}"
00000000000000000225_0,218,549.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1160822286531698,41.45877667736935]}"
00000000000000000070_0,7,112.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.086707318862466,41.32888028728567]}"
00000000000000000016_0,4,22.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.101529521050452,41.3434329948884]}"
0000000000000000018c_0,112,396.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.15839287853521,41.470095449949255]}"
0000000000000000012f_0,292,303.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1659387269218087,41.45203931273846]}"
000000000000000001ca_0,260,458.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0918277159819354,41.439103572647134]}"
000000000000000001c2_0,87,450.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1317129145968465,41.3922115148161]}"
0000000000000000005e_0,90,94.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.140606235909644,41.47305989038685]}"
000000000000000003cd_0,106,973.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2033984742695907,41.49408046803525]}"
00000000000000000085_0,169,133.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.106110928999442,41.45823768819888]}"
000000000000000002bd_0,125,701.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1511165247338226,41.43155772426053]}"
0000000000000000022a_0,39,554.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.181838907450725,41.46982595536402]}"
0000000000000000033b_0,1,827.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.103146488561862,41.30273931251779]}"
00000000000000000239_0,330,569.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0497865606851633,41.41296259787926]}"
000000000000000002ba_0,36,698.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.032269412644837,41.329958265626615]}"
000000000000000001b9_0,34,441.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.134677355034455,41.37442487219053]}"
00000000000000000154_0,182,340.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.01987266172398,41.453386785664634]}"
00000000000000000272_0,76,626.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.088324286373876,41.366879023803925]}"
0000000000000000008a_0,8,138.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1424926980062935,41.31648353636482]}"
000000000000000001f0_0,266,496.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.095600640175263,41.38978606354897]}"
000000000000000002d5_0,10,725.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.188576272081633,41.40272180364029]}"
000000000000000000d3_0,207,211.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2575668859020084,41.48599563047817]}"
000000000000000000b2_0,22,178.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.164052264825159,41.37819779638383]}"
00000000000000000371_0,14,881.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0438576798099746,41.352865305371665]}"
00000000000000000339_0,17,825.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.20582392553672,41.42994075674912]}"
000000000000000002bb_0,92,699.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.268077174726187,41.47737180375063]}"
00000000000000000352_0,264,850.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1244365607954876,41.449344366886095]}"
000000000000000000ea_0,179,234.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1411452250801233,41.42913227299341]}"
00000000000000000362_0,220,866.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1026074993913824,41.451500323567984]}"
0000000000000000027a_0,27,634.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.278856958135634,41.46686151492643]}"
000000000000000000db_0,19,219.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.180491434524555,41.38897757979326]}"
000000000000000003d4_0,199,980.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.131443420011607,41.41565754373161]}"
000000000000000001e0_0,159,480.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.098834575198083,41.46308859073312]}"
00000000000000000106_0,363,262.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.088054791788636,41.42131693002157]}"
00000000000000000215_0,38,533.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0306524451333985,41.3434329948884]}"
00000000000000000168_0,156,360.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0821259109134473,41.39032505271945]}"
0000000000000000022d_0,4,557.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.039545766446196,41.319447976802415]}"
0000000000000000021d_0,160,541.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0691901708221394,41.45958516112506]}"
00000000000000000111_0,4,273.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.096139629345714,41.31136313924534]}"
0000000000000000020b_0,13,523.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1276704958183075,41.35960267000256]}"
00000000000000000021_0,11,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0953311455900234,41.352865305371665]}"
000000000000000002c3_0,121,707.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2745450447718554,41.4816837171144]}"
000000000000000002ff_0,12,767.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1190466690907783,41.35340429454213]}"
00000000000000000240_0,66,576.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.215525730605208,41.443415486010906]}"
000000000000000001bc_0,266,444.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.037659304349546,41.44233750766996]}"
00000000000000000130_0,71,304.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2963741061759606,41.48518714672247]}"
00000000000000000065_0,7,101.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.138989268398234,41.35340429454213]}"
0000000000000000026d_0,13,621.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1912712179339735,41.38978606354897]}"
00000000000000000195_0,50,405.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.11284829363035,41.37172992633817]}"
000000000000000000d8_0,1,216.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.129287463329746,41.333731189819915]}"
0000000000000000038a_0,138,906.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0298439613777077,41.498931370569494]}"
0000000000000000035f_0,270,863.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1147347557269995,41.44395447518138]}"
00000000000000000028_0,67,40.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2378937811797925,41.46012415029553]}"
00000000000000000061_0,17,97.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0535594848784626,41.34666692991124]}"
0000000000000000010a_0,362,266.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06568674121408,41.418891478754446]}"
000000000000000002e4_0,90,740.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0403542502018865,41.43479165928336]}"
000000000000000001d8_0,14,472.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06568674121408,41.3434329948884]}"
000000000000000002b6_0,46,694.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2395107486912025,41.453925774835106]}"
000000000000000002cb_0,16,715.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.088324286373876,41.32079544972859]}"
000000000000000003b9_0,153,953.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0805089434020374,41.48788209257482]}"
0000000000000000012c_0,179,300.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0667647195550103,41.39275050398656]}"
000000000000000001a3_0,117,419.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.267807680140976,41.47925826584728]}"
