system:index,elevation,point_id,.geo
00000000000000000198_0,70,408.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1513860193190624,41.39517595525369]}"
00000000000000000242_0,25,578.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0390067772757163,41.38736061228185]}"
00000000000000000152_0,230,338.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2403192324468932,41.49839238139902]}"
0000000000000000019a_0,124,410.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1034159831471015,41.46308859073312]}"
000000000000000003a1_0,19,929.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.20717139846289,41.43533064845383]}"
0000000000000000003c_0,8,60.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.069459665407379,41.328071803529966]}"
00000000000000000364_0,314,868.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.25109901585634,41.48976855467147]}"
0000000000000000013e_0,262,318.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0468221202475547,41.41619653290209]}"
000000000000000000cc_0,193,204.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0616443224355407,41.45554274234652]}"
00000000000000000002_0,85,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1023380048061426,41.37658082887242]}"
000000000000000002f3_0,8,755.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0993735643685625,41.337773608598454]}"
00000000000000000030_0,8,48.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1230890878693174,41.34289400571794]}"
00000000000000000311_0,11,785.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.133868871278736,41.33723461942798]}"
00000000000000000000_0,301,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.099643058953802,41.43829508889142]}"
000000000000000001ef_0,7,495.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.140606235909644,41.34531945698505]}"
0000000000000000018d_0,17,397.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.198278077150121,41.440990034743784]}"
00000000000000000029_0,19,41.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1961221204682317,41.43856458347666]}"
000000000000000003e7_0,16,999.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0414322285428455,41.3539432837126]}"
0000000000000000024c_0,115,588.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.090749737641005,41.47844978209157]}"
0000000000000000029e_0,100,670.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1511165247338226,41.47898877126204]}"
00000000000000000139_0,423,313.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1179686907498194,41.41862198416921]}"
00000000000000000387_0,26,903.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.183455874962135,41.395984439009396]}"
00000000000000000296_0,248,662.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1327908929378054,41.419160973339686]}"
000000000000000000bd_0,58,189.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1869593045701947,41.44880537771563]}"
000000000000000000e9_0,146,233.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.123358582454557,41.4749463524835]}"
0000000000000000025e_0,17,606.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.039545766446196,41.37658082887242]}"
00000000000000000226_0,102,550.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1230890878693174,41.50027884349568]}"
000000000000000001ea_0,52,490.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1742930590641265,41.49461945720572]}"
00000000000000000131_0,77,305.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1438401709324637,41.395984439009396]}"
000000000000000001d3_0,37,467.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1554284380976014,41.3817012259919]}"
00000000000000000265_0,8,613.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1384502792277544,41.33480916816086]}"
0000000000000000016c_0,166,364.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.026340531769648,41.45769869902841]}"
00000000000000000298_0,42,664.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1268620120626167,41.373077399264346]}"
00000000000000000274_0,36,628.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.190193239593043,41.48141422252917]}"
00000000000000000238_0,69,568.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1190466690907783,41.38520465559996]}"
00000000000000000075_0,304,117.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.257027896731529,41.49839238139902]}"
000000000000000001b3_0,17,435.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.026879520940099,41.39760140652081]}"
0000000000000000036d_0,14,877.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.077005513793978,41.30273931251779]}"
000000000000000001e6_0,104,486.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1179686907498194,41.495158446376195]}"
00000000000000000176_0,276,374.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1096143586075016,41.43964256181761]}"
000000000000000003d6_0,31,982.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.190732228763494,41.41565754373161]}"
0000000000000000016e_0,208,366.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.139528257568685,41.453925774835106]}"
00000000000000000378_0,12,888.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0691901708221394,41.3472059190817]}"
000000000000000002f4_0,63,756.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.174023564478887,41.40865068451548]}"
0000000000000000015b_0,168,347.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.157314900194251,41.421047435436336]}"
00000000000000000027_0,47,39.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.135485838790146,41.38358768808855]}"
000000000000000001d5_0,90,469.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1826473912064444,41.4501528506418]}"
00000000000000000138_0,51,312.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1686336727741775,41.39894887944699]}"
00000000000000000321_0,106,801.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.025532048013929,41.41754400582826]}"
00000000000000000165_0,4,357.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.133868871278736,41.329419276456136]}"
00000000000000000370_0,89,880.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.028496488451509,41.40892017910072]}"
0000000000000000013d_0,49,317.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2149867414347284,41.445840937278035]}"
00000000000000000181_0,205,385.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.060027354924131,41.441529023914256]}"
000000000000000002d0_0,85,720.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.199895044661531,41.491385522182895]}"
00000000000000000116_0,40,278.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2546024454644,41.46066313946601]}"
00000000000000000236_0,21,566.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.025532048013929,41.366879023803925]}"
00000000000000000249_0,82,585.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.079430965061107,41.37065194799723]}"
00000000000000000104_0,117,260.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.198278077150121,41.47979725501774]}"
0000000000000000000f_0,63,15.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0896717593000744,41.36580104546298]}"
0000000000000000030a_0,92,778.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.143570676347224,41.499470359739966]}"
00000000000000000393_0,100,915.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.141953708835814,41.397870901106046]}"
0000000000000000001b_0,51,27.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.02122013465015,41.36337559419586]}"
000000000000000003a5_0,282,933.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2120223009971482,41.48788209257482]}"
0000000000000000017e_0,54,382.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1839948641326146,41.484648157551995]}"
00000000000000000366_0,12,870.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.120124647431709,41.35097884327501]}"
00000000000000000376_0,125,886.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.041971217713325,41.45877667736935]}"
000000000000000003ad_0,26,941.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.098026091442364,41.36391458336633]}"
0000000000000000013f_0,68,319.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.181838907450725,41.45877667736935]}"
000000000000000000bf_0,126,191.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1104228423632208,41.491385522182895]}"
000000000000000002fe_0,47,766.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.053020495707983,41.38035375306572]}"
00000000000000000034_0,7,52.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.058679881997932,41.32375989016619]}"
00000000000000000054_0,63,84.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.028226993866298,41.33480916816086]}"
00000000000000000074_0,68,116.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1756405319902967,41.41188461953831]}"
0000000000000000013b_0,11,315.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0772750083792175,41.31890898763194]}"
0000000000000000004d_0,87,77.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.29556562242027,41.487343103404356]}"
00000000000000000204_0,17,516.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.025532048013929,41.397870901106046]}"
000000000000000003a4_0,18,932.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.069729159992619,41.35205682161595]}"
00000000000000000302_0,7,770.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06568674121408,41.31567505260911]}"
0000000000000000030c_0,147,780.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1589318677056895,41.44395447518138]}"
0000000000000000025f_0,284,607.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.105302445243751,41.445301948107556]}"
0000000000000000011b_0,107,283.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1163517232384095,41.39409797691275]}"
0000000000000000013c_0,254,316.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.026879520940099,41.45203931273846]}"
00000000000000000391_0,141,913.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0430491960542554,41.48545664130771]}"
00000000000000000064_0,18,100.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0664952249697706,41.354482272883075]}"
000000000000000003b3_0,381,947.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.101529521050452,41.42967126216388]}"
00000000000000000347_0,59,839.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1767185103312556,41.43640862679477]}"
00000000000000000211_0,159,529.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1206636366021883,41.46416656907407]}"
0000000000000000032e_0,3,814.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0559849361455917,41.30570375295538]}"
00000000000000000060_0,7,96.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.105302445243751,41.32510736309237]}"
000000000000000003dc_0,33,988.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1497690518076524,41.37442487219053]}"
00000000000000000058_0,52,88.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1791439615983563,41.48357017921105]}"
00000000000000000172_0,210,370.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.078352986720148,41.43775609972096]}"
00000000000000000369_0,2,873.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.036850820593827,41.30031386125067]}"
0000000000000000009c_0,24,156.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.191810207104453,41.41080664119737]}"
00000000000000000112_0,183,274.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0470916148327944,41.43101873509006]}"
00000000000000000259_0,1,601.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1910017233487338,41.384935161014724]}"
00000000000000000233_0,41,563.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0740410733563692,41.358255197076375]}"
000000000000000001ec_0,173,492.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2104053334857383,41.499470359739966]}"
0000000000000000026c_0,67,620.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2966436007612003,41.48033624418822]}"
00000000000000000313_0,112,787.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1408757304948836,41.40460826573694]}"
00000000000000000330_0,11,816.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1047634560732718,41.338043103183686]}"
00000000000000000038_0,145,56.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0430491960542554,41.48707360881912]}"
000000000000000003c5_0,37,965.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.107727896510852,41.36580104546298]}"
000000000000000002f1_0,121,753.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1565064164385603,41.43586963762431]}"
0000000000000000000c_0,57,12.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.129556957914957,41.38358768808855]}"
00000000000000000312_0,13,786.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1203941420169485,41.33992956528034]}"
00000000000000000175_0,5,373.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.129017968744506,41.33858209235416]}"
000000000000000000be_0,283,190.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.11419576655652,41.44233750766996]}"
000000000000000001e4_0,140,484.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.147074105955312,41.41484905997591]}"
00000000000000000354_0,156,852.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.050595044440854,41.4636275799036]}"
00000000000000000008_0,40,8.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1872287991554344,41.4921940059386]}"
00000000000000000228_0,291,552.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.097487102271913,41.445301948107556]}"
000000000000000000a3_0,45,163.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1745625536493662,41.48518714672247]}"
000000000000000001af_0,54,431.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1718676077969974,41.40433877115171]}"
00000000000000000246_0,35,582.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.157314900194251,41.37819779638383]}"
00000000000000000200_0,240,512.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1206636366021883,41.45635122610223]}"
000000000000000002de_0,58,734.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1546199543419107,41.39140303106039]}"
00000000000000000383_0,48,899.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1106923369484605,41.366879023803925]}"
00000000000000000044_0,112,68.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1594708568761405,41.41134563036784]}"
00000000000000000368_0,114,872.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1176991961645797,41.39517595525369]}"
00000000000000000258_0,114,600.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.244092156640221,41.46928696619355]}"
00000000000000000004_0,15,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0430491960542554,41.3682264967301]}"
00000000000000000134_0,373,308.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0993735643685625,41.42940176757864]}"
00000000000000000325_0,120,805.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.02122013465015,41.46416656907407]}"
0000000000000000038e_0,112,910.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1416842142505743,41.40514725490742]}"
00000000000000000220_0,132,544.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.131443420011607,41.40460826573694]}"
0000000000000000018e_0,136,398.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1411452250801233,41.47063443911973]}"
000000000000000000c6_0,0,198.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.067842697895969,41.321334438899065]}"
0000000000000000017b_0,283,379.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.101799015635663,41.43586963762431]}"
000000000000000001e8_0,24,488.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0608358386798216,41.3644535725368]}"
0000000000000000023a_0,236,570.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1220111095283585,41.41080664119737]}"
0000000000000000038c_0,104,908.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0856293405215354,41.3787367855543]}"
00000000000000000283_0,147,643.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.152733492245261,41.47683281458015]}"
00000000000000000122_0,44,290.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2117528064119085,41.45069183981228]}"
00000000000000000328_0,4,808.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.054098474048942,41.30785970963727]}"
000000000000000002e0_0,81,736.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1694421565298683,41.47844978209157]}"
000000000000000000ce_0,9,206.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0764665246234983,41.335617651916564]}"
0000000000000000019b_0,182,411.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0885937809591155,41.45823768819888]}"
000000000000000003bb_0,8,955.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.221185116895157,41.420777940851096]}"
0000000000000000004e_0,16,78.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0764665246234983,41.35097884327501]}"
00000000000000000178_0,321,376.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.059757860338891,41.42347288670345]}"
00000000000000000276_0,30,630.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0576019036570017,41.37065194799723]}"
000000000000000002c4_0,229,708.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.102068510220903,41.449613861471335]}"
000000000000000002fd_0,280,765.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0249930588434495,41.4501528506418]}"
00000000000000000193_0,8,403.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.054637463219393,41.329419276456136]}"
000000000000000002e7_0,3,743.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0732325896006785,41.310824150074865]}"
00000000000000000018_0,281,24.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.106919412755161,41.40999815744166]}"
0000000000000000032d_0,51,813.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.164860748580878,41.484648157551995]}"
000000000000000001f4_0,8,500.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.215256236019968,41.41862198416921]}"
000000000000000001b0_0,107,432.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2963741061759606,41.49408046803525]}"
00000000000000000384_0,214,900.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1195856582612294,41.45769869902841]}"
00000000000000000077_0,0,119.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1953136367125126,41.383048698918074]}"
000000000000000000e6_0,227,230.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.162435297313749,41.447188410204205]}"
000000000000000001a5_0,7,421.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.131443420011607,41.33912108152463]}"
00000000000000000381_0,119,897.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.028496488451509,41.41080664119737]}"
000000000000000003da_0,92,986.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.02445406967297,41.33130573855279]}"
0000000000000000009a_0,97,154.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.282090893158454,41.47925826584728]}"
000000000000000001f6_0,37,502.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0422407122985646,41.34235501654746]}"
000000000000000003c2_0,396,962.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.118238185335059,41.428593283822934]}"
000000000000000002f9_0,123,761.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.11284829363035,41.48976855467147]}"
00000000000000000179_0,14,377.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.105571939828991,41.35205682161595]}"
000000000000000000d5_0,161,213.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.171328618626518,41.447727399374685]}"
000000000000000000f5_0,152,245.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.098026091442364,41.49408046803525]}"
000000000000000003a3_0,151,931.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2562194129758097,41.4816837171144]}"
000000000000000000a0_0,33,160.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1904627341782827,41.48788209257482]}"
0000000000000000029c_0,8,668.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0797004596463466,41.34100754362128]}"
00000000000000000332_0,162,818.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0651477520436003,41.476563319994916]}"
00000000000000000286_0,100,646.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.101799015635663,41.477910792921094]}"
00000000000000000210_0,8,528.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.07026814916307,41.30166133417685]}"
00000000000000000067_0,356,103.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06541724662884,41.41754400582826]}"
0000000000000000009d_0,12,157.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.054098474048942,41.33912108152463]}"
00000000000000000262_0,4,610.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0373898097643064,41.30947667714869]}"
0000000000000000007f_0,159,127.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0201421563092197,41.492732995109066]}"
00000000000000000147_0,84,327.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.098834575198083,41.37685032345765]}"
000000000000000002e5_0,59,741.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.179413456183596,41.492732995109066]}"
0000000000000000037b_0,151,891.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0398152610314355,41.48788209257482]}"
00000000000000000128_0,22,296.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0387372826904766,41.348822886593126]}"
000000000000000001ab_0,2,427.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.110153347777981,41.305164763784916]}"
000000000000000002d9_0,88,729.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06999865457783,41.38736061228185]}"
00000000000000000088_0,167,136.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0457441419066242,41.491385522182895]}"
000000000000000000cd_0,29,205.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.165399737751329,41.38277920433284]}"
00000000000000000041_0,326,65.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1147347557269995,41.44072054015855]}"
0000000000000000028e_0,5,654.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1562369218533206,41.33723461942798]}"
000000000000000000f2_0,14,242.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.035233853082417,41.32618534143331]}"
00000000000000000017_0,222,23.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1554284380976014,41.44691891561897]}"
00000000000000000287_0,5,647.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0705376437483096,41.31190212841581]}"
00000000000000000355_0,5,853.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.143031687176773,41.329958265626615]}"
00000000000000000360_0,46,864.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.281551903988003,41.468478482437845]}"
000000000000000001a6_0,102,422.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1438401709324637,41.40083534154364]}"
00000000000000000052_0,161,82.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0797004596463466,41.3854741501852]}"
00000000000000000289_0,166,649.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.058679881997932,41.45446476400558]}"
00000000000000000304_0,297,772.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1106923369484605,41.43829508889142]}"
000000000000000003ba_0,7,954.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1303654416706763,41.3472059190817]}"
000000000000000002a4_0,1,676.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.118507679920299,41.31001566631916]}"
00000000000000000342_0,19,834.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2069019038776503,41.43829508889142]}"
0000000000000000026b_0,235,619.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.132251903767326,41.45877667736935]}"
000000000000000002a5_0,350,677.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1050329506585115,41.426706821726285]}"
000000000000000002be_0,10,702.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0912887268114844,41.3472059190817]}"
0000000000000000025a_0,28,602.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1465351167848326,41.373616388434826]}"
00000000000000000013_0,105,19.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.166747210677528,41.41269310329402]}"
0000000000000000011c_0,13,284.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1034159831471015,41.350709348689776]}"
000000000000000000f4_0,333,244.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.098026091442364,41.43371368094242]}"
00000000000000000203_0,152,515.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1106923369484605,41.4636275799036]}"
00000000000000000087_0,247,135.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.049247571514684,41.422394908362506]}"
0000000000000000035c_0,162,860.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2645737451181276,41.489229565501006]}"
00000000000000000137_0,52,311.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.033616885571007,41.33858209235416]}"
0000000000000000012e_0,14,302.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0430491960542554,41.36526205629251]}"
0000000000000000027d_0,91,637.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06999865457783,41.3817012259919]}"
00000000000000000373_0,7,883.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1139262719712804,41.33049725479708]}"
00000000000000000160_0,218,352.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.103685477732313,41.39652342817987]}"
00000000000000000121_0,12,289.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0266100263548594,41.31190212841581]}"
00000000000000000119_0,6,281.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.02283710216156,41.30462577461444]}"
000000000000000000a7_0,65,167.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.154350459756671,41.39463696608322]}"
00000000000000000213_0,13,531.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2263055140146264,41.428593283822934]}"
000000000000000003aa_0,110,938.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.026340531769648,41.46120212863647]}"
00000000000000000001_0,27,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1915407125192132,41.455812236931756]}"
000000000000000001b2_0,127,434.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.259992337169109,41.46928696619355]}"
0000000000000000023d_0,7,573.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1133872828008293,41.33130573855279]}"
